HomeTeam,AwayTeam,Date,Div,Season,FTR,AVG_H,AVG_D,AVG_A,league
Oxford,Shrewsbury,2011-01-25,E3,2010-2011,H,2.29,3.26,3.01,England: League Two
Port Vale,Barnet,2011-01-25,E3,2010-2011,D,1.75,3.55,4.43,England: League Two
Southend,Macclesfield,2011-01-25,E3,2010-2011,H,1.84,3.44,4.08,England: League Two
Stevenage,Rotherham,2011-01-25,E3,2010-2011,H,2.14,3.31,3.24,England: League Two
Bury,Shrewsbury,2011-01-28,E3,2010-2011,H,2.19,3.29,3.19,England: League Two
Barnet,Southend,2011-01-29,E3,2010-2011,A,2.57,3.25,2.62,England: League Two
Chesterfield,Bradford,2011-01-29,E3,2010-2011,D,1.72,3.6,4.56,England: League Two
Gillingham,Aldershot,2011-01-29,E3,2010-2011,H,1.82,3.5,4.13,England: League Two
Lincoln,Port Vale,2011-01-29,E3,2010-2011,H,2.77,3.26,2.45,England: League Two
Oxford,Cheltenham,2011-01-29,E3,2010-2011,D,1.94,3.4,3.82,England: League Two
Rotherham,Stockport,2011-01-29,E3,2010-2011,H,1.54,3.84,5.83,England: League Two
Accrington,Morecambe,2011-02-01,E3,2010-2011,D,2.09,3.32,3.36,England: League Two
Bradford,Lincoln,2011-02-01,E3,2010-2011,A,2.11,3.29,3.33,England: League Two
Macclesfield,Bury,2011-02-01,E3,2010-2011,A,2.8,3.28,2.4,England: League Two
Northampton,Crewe,2011-02-01,E3,2010-2011,H,2.36,3.33,2.82,England: League Two
Port Vale,Rotherham,2011-02-01,E3,2010-2011,H,2.44,3.31,2.73,England: League Two
Shrewsbury,Burton,2011-02-01,E3,2010-2011,H,2.06,3.3,3.45,England: League Two
Southend,Oxford,2011-02-01,E3,2010-2011,H,2.24,3.29,3.07,England: League Two
Stevenage,Gillingham,2011-02-01,E3,2010-2011,D,2.13,3.36,3.26,England: League Two
Stockport,Chesterfield,2011-02-01,E3,2010-2011,D,5.01,3.66,1.65,England: League Two
Torquay,Hereford,2011-02-01,E3,2010-2011,A,1.81,3.45,4.23,England: League Two
Wycombe,Cheltenham,2011-02-01,E3,2010-2011,H,1.81,3.44,4.24,England: League Two
Chesterfield,Aldershot,2011-02-05,E3,2010-2011,D,1.73,3.51,4.58,England: League Two
Gillingham,Oxford,2011-02-05,E3,2010-2011,D,2.04,3.29,3.52,England: League Two
Hereford,Lincoln,2011-02-05,E3,2010-2011,A,2.21,3.35,3.05,England: League Two
Morecambe,Cheltenham,2011-02-05,E3,2010-2011,D,2.36,3.29,2.87,England: League Two
Northampton,Barnet,2011-02-05,E3,2010-2011,D,1.71,3.52,4.75,England: League Two
Rotherham,Crewe,2011-02-05,E3,2010-2011,H,2.15,3.34,3.2,England: League Two
Southend,Shrewsbury,2011-02-05,E3,2010-2011,A,2.22,3.29,3.11,England: League Two
Stevenage,Accrington,2011-02-05,E3,2010-2011,D,1.84,3.38,4.12,England: League Two
Torquay,Stockport,2011-02-05,E3,2010-2011,H,1.63,3.71,5.19,England: League Two
Wycombe,Port Vale,2011-02-05,E3,2010-2011,D,1.9,3.36,3.93,England: League Two
Bury,Stevenage,2011-02-08,E3,2010-2011,H,2.14,3.26,3.29,England: League Two
Gillingham,Rotherham,2011-02-08,E3,2010-2011,H,2.27,3.29,2.99,England: League Two
Hereford,Macclesfield,2011-02-08,E3,2010-2011,D,2.09,3.34,3.36,England: League Two
Lincoln,Shrewsbury,2011-02-08,E3,2010-2011,A,2.53,3.26,2.63,England: League Two
Morecambe,Aldershot,2011-02-08,E3,2010-2011,D,2.33,3.32,2.88,England: League Two
Burton,Chesterfield,2011-02-11,E3,2010-2011,H,2.77,3.34,2.39,England: League Two
Aldershot,Macclesfield,2011-02-12,E3,2010-2011,D,1.84,3.4,3.98,England: League Two
Barnet,Torquay,2011-02-12,E3,2010-2011,A,2.68,3.29,2.45,England: League Two
Bradford,Wycombe,2011-02-12,E3,2010-2011,H,2.84,3.3,2.33,England: League Two
Cheltenham,Hereford,2011-02-12,E3,2010-2011,A,2.07,3.31,3.33,England: League Two
Crewe,Gillingham,2011-02-12,E3,2010-2011,D,2.33,3.3,2.83,England: League Two
Lincoln,Morecambe,2011-02-12,E3,2010-2011,H,2.13,3.25,3.24,England: League Two
Oxford,Rotherham,2011-02-12,E3,2010-2011,H,2.35,3.29,2.82,England: League Two
Port Vale,Northampton,2011-02-12,E3,2010-2011,D,2.0,3.28,3.54,England: League Two
Shrewsbury,Stevenage,2011-02-12,E3,2010-2011,H,2.03,3.34,3.41,England: League Two
Stockport,Bury,2011-02-12,E3,2010-2011,H,4.11,3.45,1.81,England: League Two
Aldershot,Lincoln,2011-02-15,E3,2010-2011,D,2.05,3.29,3.49,England: League Two
Bury,Chesterfield,2011-02-15,E3,2010-2011,D,2.27,3.24,3.04,England: League Two
Northampton,Morecambe,2011-02-15,E3,2010-2011,D,1.85,3.45,3.86,England: League Two
Rotherham,Accrington,2011-02-15,E3,2010-2011,H,1.91,3.39,3.79,England: League Two
Southend,Wycombe,2011-02-15,E3,2010-2011,H,2.41,3.26,2.8,England: League Two
Stevenage,Oxford,2011-02-15,E3,2010-2011,D,2.11,3.29,3.31,England: League Two
Torquay,Burton,2011-02-15,E3,2010-2011,H,2.01,3.33,3.6,England: League Two
Port Vale,Bradford,2011-02-18,E3,2010-2011,H,1.89,3.36,3.85,England: League Two
Cheltenham,Barnet,2011-02-19,E3,2010-2011,D,1.86,3.43,3.99,England: League Two
Crewe,Stevenage,2011-02-19,E3,2010-2011,A,2.09,3.34,3.36,England: League Two
Gillingham,Bury,2011-02-19,E3,2010-2011,D,2.26,3.29,3.03,England: League Two
Hereford,Burton,2011-02-19,E3,2010-2011,D,2.37,3.29,2.82,England: League Two
Lincoln,Chesterfield,2011-02-19,E3,2010-2011,A,2.86,3.26,2.37,England: League Two
Morecambe,Oxford,2011-02-19,E3,2010-2011,A,2.63,3.23,2.56,England: League Two
Northampton,Aldershot,2011-02-19,E3,2010-2011,D,1.96,3.36,3.68,England: League Two
Stockport,Macclesfield,2011-02-19,E3,2010-2011,A,2.55,3.23,2.64,England: League Two
Torquay,Southend,2011-02-19,E3,2010-2011,D,2.08,3.32,3.39,England: League Two
Wycombe,Accrington,2011-02-19,E3,2010-2011,A,1.76,3.43,4.65,England: League Two
Accrington,Crewe,2011-02-22,E3,2010-2011,H,2.24,3.38,3.01,England: League Two
Bradford,Chesterfield,2011-02-22,E3,2010-2011,A,2.77,3.29,2.42,England: League Two
Cheltenham,Torquay,2011-02-22,E3,2010-2011,D,2.56,3.26,2.61,England: League Two
Hereford,Northampton,2011-02-22,E3,2010-2011,D,2.41,3.27,2.8,England: League Two
Macclesfield,Morecambe,2011-02-22,E3,2010-2011,H,2.33,3.28,2.91,England: League Two
Port Vale,Stevenage,2011-02-22,E3,2010-2011,A,2.26,3.29,3.04,England: League Two
Southend,Barnet,2011-02-22,E3,2010-2011,H,1.81,3.48,4.22,England: League Two
Wycombe,Burton,2011-02-22,E3,2010-2011,H,1.92,3.41,3.79,England: League Two
Accrington,Torquay,2011-02-26,E3,2010-2011,H,2.39,3.21,2.88,England: League Two
Aldershot,Port Vale,2011-02-26,E3,2010-2011,A,2.33,3.24,2.94,England: League Two
Barnet,Lincoln,2011-02-26,E3,2010-2011,H,2.37,3.21,2.89,England: League Two
Bradford,Stockport,2011-02-26,E3,2010-2011,H,1.73,3.49,4.65,England: League Two
Burton,Rotherham,2011-02-26,E3,2010-2011,A,2.44,3.21,2.79,England: League Two
Bury,Crewe,2011-02-26,E3,2010-2011,H,1.97,3.39,3.61,England: League Two
Chesterfield,Morecambe,2011-02-26,E3,2010-2011,A,1.67,3.6,4.99,England: League Two
Macclesfield,Wycombe,2011-02-26,E3,2010-2011,A,2.9,3.16,2.4,England: League Two
Oxford,Hereford,2011-02-26,E3,2010-2011,A,1.83,3.44,4.14,England: League Two
Shrewsbury,Gillingham,2011-02-26,E3,2010-2011,D,2.23,3.24,3.11,England: League Two
Southend,Northampton,2011-02-26,E3,2010-2011,D,2.15,3.29,3.23,England: League Two
Stevenage,Cheltenham,2011-02-26,E3,2010-2011,H,1.82,3.42,4.19,England: League Two
Aldershot,Gillingham,2011-03-01,E3,2010-2011,D,2.53,3.22,2.67,England: League Two
Cheltenham,Stockport,2011-03-01,E3,2010-2011,H,1.73,3.64,4.46,England: League Two
Chesterfield,Wycombe,2011-03-01,E3,2010-2011,H,2.18,3.28,3.19,England: League Two
Lincoln,Oxford,2011-03-01,E3,2010-2011,H,2.64,3.22,2.58,England: League Two
Northampton,Burton,2011-03-01,E3,2010-2011,A,1.98,3.33,3.66,England: League Two
Shrewsbury,Bury,2011-03-01,E3,2010-2011,A,2.35,3.25,2.91,England: League Two
Torquay,Rotherham,2011-03-01,E3,2010-2011,D,2.24,3.26,3.06,England: League Two
Cheltenham,Chesterfield,2011-03-05,E3,2010-2011,A,2.93,3.34,2.3,England: League Two
Crewe,Burton,2011-03-05,E3,2010-2011,H,2.06,3.38,3.36,England: League Two
Gillingham,Bradford,2011-03-05,E3,2010-2011,H,1.72,3.5,4.68,England: League Two
Hereford,Bury,2011-03-05,E3,2010-2011,A,2.81,3.26,2.41,England: League Two
Lincoln,Accrington,2011-03-05,E3,2010-2011,D,2.47,3.23,2.74,England: League Two
Morecambe,Southend,2011-03-05,E3,2010-2011,H,2.47,3.28,2.69,England: League Two
Northampton,Shrewsbury,2011-03-05,E3,2010-2011,A,2.42,3.24,2.82,England: League Two
Port Vale,Macclesfield,2011-03-05,E3,2010-2011,H,1.76,3.46,4.51,England: League Two
Rotherham,Barnet,2011-03-05,E3,2010-2011,D,1.7,3.49,4.86,England: League Two
Stockport,Oxford,2011-03-05,E3,2010-2011,H,3.31,3.35,2.11,England: League Two
Torquay,Stevenage,2011-03-05,E3,2010-2011,H,2.32,3.25,2.95,England: League Two
Wycombe,Aldershot,2011-03-05,E3,2010-2011,D,1.81,3.38,4.36,England: League Two
Accrington,Stockport,2011-03-08,E3,2010-2011,H,1.63,3.67,5.16,England: League Two
Aldershot,Torquay,2011-03-08,E3,2010-2011,H,2.39,3.25,2.83,England: League Two
Barnet,Wycombe,2011-03-08,E3,2010-2011,A,3.19,3.28,2.17,England: League Two
Bradford,Rotherham,2011-03-08,E3,2010-2011,H,2.66,3.26,2.52,England: League Two
Burton,Lincoln,2011-03-08,E3,2010-2011,H,2.1,3.32,3.36,England: League Two
Bury,Morecambe,2011-03-08,E3,2010-2011,H,1.68,3.61,4.86,England: League Two
Chesterfield,Northampton,2011-03-08,E3,2010-2011,H,1.71,3.54,4.74,England: League Two
Macclesfield,Crewe,2011-03-08,E3,2010-2011,H,2.56,3.29,2.59,England: League Two
Shrewsbury,Port Vale,2011-03-08,E3,2010-2011,D,2.14,3.31,3.26,England: League Two
Southend,Gillingham,2011-03-08,E3,2010-2011,D,2.44,3.26,2.75,England: League Two
Stevenage,Hereford,2011-03-08,E3,2010-2011,A,1.75,3.5,4.55,England: League Two
Cheltenham,Aldershot,2011-03-12,E3,2010-2011,A,2.36,3.26,2.83,England: League Two
Crewe,Chesterfield,2011-03-12,E3,2010-2011,H,2.69,3.22,2.47,England: League Two
Gillingham,Accrington,2011-03-12,E3,2010-2011,H,1.84,3.34,4.13,England: League Two
Hereford,Barnet,2011-03-12,E3,2010-2011,A,1.95,3.29,3.72,England: League Two
Lincoln,Southend,2011-03-12,E3,2010-2011,H,2.58,3.2,2.59,England: League Two
Morecambe,Bradford,2011-03-12,E3,2010-2011,A,2.12,3.27,3.26,England: League Two
Northampton,Macclesfield,2011-03-12,E3,2010-2011,A,1.87,3.39,3.91,England: League Two
Port Vale,Oxford,2011-03-12,E3,2010-2011,A,2.04,3.29,3.46,England: League Two
Rotherham,Bury,2011-03-12,E3,2010-2011,D,2.49,3.24,2.67,England: League Two
Stockport,Burton,2011-03-12,E3,2010-2011,D,2.79,3.29,2.38,England: League Two
Torquay,Shrewsbury,2011-03-12,E3,2010-2011,H,2.39,3.21,2.82,England: League Two
Wycombe,Stevenage,2011-03-12,E3,2010-2011,A,2.02,3.31,3.48,England: League Two
Accrington,Burton,2011-03-15,E3,2010-2011,H,1.96,3.39,3.67,England: League Two
Bury,Torquay,2011-03-15,E3,2010-2011,A,1.97,3.37,3.69,England: League Two
Crewe,Southend,2011-03-15,E3,2010-2011,H,2.07,3.37,3.37,England: League Two
Macclesfield,Lincoln,2011-03-15,E3,2010-2011,D,2.25,3.27,3.06,England: League Two
Oxford,Stevenage,2011-03-15,E3,2010-2011,A,2.39,3.21,2.85,England: League Two
Chesterfield,Rotherham,2011-03-18,E3,2010-2011,H,2.0,3.36,3.59,England: League Two
Southend,Hereford,2011-03-18,E3,2010-2011,H,2.03,3.32,3.54,England: League Two
Accrington,Port Vale,2011-03-19,E3,2010-2011,H,2.25,3.27,3.06,England: League Two
Aldershot,Stockport,2011-03-19,E3,2010-2011,H,1.65,3.66,5.04,England: League Two
Barnet,Morecambe,2011-03-19,E3,2010-2011,A,2.37,3.29,2.86,England: League Two
Bradford,Northampton,2011-03-19,E3,2010-2011,D,2.24,3.23,3.14,England: League Two
Burton,Gillingham,2011-03-19,E3,2010-2011,D,2.86,3.29,2.36,England: League Two
Bury,Cheltenham,2011-03-19,E3,2010-2011,A,1.62,3.67,5.31,England: League Two
Macclesfield,Torquay,2011-03-19,E3,2010-2011,D,2.75,3.26,2.46,England: League Two
Oxford,Crewe,2011-03-19,E3,2010-2011,H,2.11,3.38,3.27,England: League Two
Shrewsbury,Wycombe,2011-03-19,E3,2010-2011,D,2.3,3.26,2.97,England: League Two
Stevenage,Lincoln,2011-03-19,E3,2010-2011,H,1.75,3.51,4.55,England: League Two
Aldershot,Barnet,2011-03-22,E3,2010-2011,H,1.78,3.46,4.38,England: League Two
Burton,Stevenage,2011-03-22,E3,2010-2011,A,2.88,3.25,2.32,England: League Two
Crewe,Accrington,2011-03-22,E3,2010-2011,D,2.21,3.3,3.04,England: League Two
Morecambe,Macclesfield,2011-03-22,E3,2010-2011,A,2.06,3.33,3.4,England: League Two
Port Vale,Hereford,2011-03-22,E3,2010-2011,D,1.84,3.41,4.02,England: League Two
Torquay,Cheltenham,2011-03-22,E3,2010-2011,H,1.73,3.57,4.64,England: League Two
Lincoln,Rotherham,2011-03-25,E3,2010-2011,A,2.65,3.24,2.56,England: League Two
Northampton,Torquay,2011-03-25,E3,2010-2011,D,2.53,3.26,2.64,England: League Two
Aldershot,Accrington,2011-03-26,E3,2010-2011,D,2.37,3.27,2.84,England: League Two
Barnet,Chesterfield,2011-03-26,E3,2010-2011,D,3.59,3.39,1.98,England: League Two
Bradford,Shrewsbury,2011-03-26,E3,2010-2011,A,2.68,3.21,2.53,England: League Two
Macclesfield,Stevenage,2011-03-26,E3,2010-2011,A,3.0,3.29,2.27,England: League Two
Morecambe,Wycombe,2011-03-26,E3,2010-2011,A,2.7,3.21,2.51,England: League Two
Port Vale,Bury,2011-03-26,E3,2010-2011,D,2.67,3.19,2.55,England: League Two
Stockport,Southend,2011-03-26,E3,2010-2011,H,3.04,3.32,2.23,England: League Two
Cheltenham,Gillingham,2011-03-27,E3,2010-2011,A,3.02,3.27,2.26,England: League Two
Hereford,Crewe,2011-03-27,E3,2010-2011,H,2.5,3.23,2.7,England: League Two
Oxford,Burton,2011-03-27,E3,2010-2011,H,1.81,3.41,4.28,England: League Two
Port Vale,Lincoln,2011-03-29,E3,2010-2011,H,1.76,3.48,4.51,England: League Two
Rotherham,Shrewsbury,2011-03-29,E3,2010-2011,A,2.2,3.31,3.14,England: League Two
Accrington,Hereford,2011-03-30,E3,2010-2011,H,1.79,3.49,4.31,England: League Two
Burton,Macclesfield,2011-03-30,E3,2010-2011,H,2.18,3.33,3.16,England: League Two
Accrington,Northampton,2011-04-02,E3,2010-2011,H,1.86,3.46,3.91,England: League Two
Burton,Barnet,2011-04-02,E3,2010-2011,A,2.01,3.3,3.48,England: League Two
Bury,Oxford,2011-04-02,E3,2010-2011,H,2.04,3.31,3.52,England: League Two
Chesterfield,Port Vale,2011-04-02,E3,2010-2011,H,1.84,3.49,4.03,England: League Two
Crewe,Cheltenham,2011-04-02,E3,2010-2011,H,1.82,3.49,4.12,England: League Two
Gillingham,Hereford,2011-04-02,E3,2010-2011,D,1.61,3.66,5.2,England: League Two
Rotherham,Morecambe,2011-04-02,E3,2010-2011,A,1.83,3.44,4.14,England: League Two
Shrewsbury,Macclesfield,2011-04-02,E3,2010-2011,H,1.76,3.5,4.34,England: League Two
Southend,Aldershot,2011-04-02,E3,2010-2011,D,2.29,3.25,3.0,England: League Two
Stevenage,Bradford,2011-04-02,E3,2010-2011,H,1.62,3.63,5.37,England: League Two
Torquay,Lincoln,2011-04-02,E3,2010-2011,H,1.59,3.8,5.4,England: League Two
Wycombe,Stockport,2011-04-02,E3,2010-2011,H,1.51,3.97,6.07,England: League Two
Accrington,Southend,2011-04-05,E3,2010-2011,H,1.72,3.56,4.66,England: League Two
Burton,Northampton,2011-04-05,E3,2010-2011,D,2.34,3.29,2.89,England: League Two
Hereford,Wycombe,2011-04-05,E3,2010-2011,D,3.06,3.29,2.24,England: League Two
Macclesfield,Bradford,2011-04-05,E3,2010-2011,A,2.26,3.27,2.96,England: League Two
Macclesfield,Accrington,2011-04-08,E3,2010-2011,D,3.08,3.34,2.21,England: League Two
Aldershot,Shrewsbury,2011-04-09,E3,2010-2011,H,2.57,3.21,2.64,England: League Two
Barnet,Crewe,2011-04-09,E3,2010-2011,H,2.51,3.29,2.67,England: League Two
Bradford,Torquay,2011-04-09,E3,2010-2011,A,2.87,3.26,2.36,England: League Two
Cheltenham,Rotherham,2011-04-09,E3,2010-2011,D,2.94,3.26,2.33,England: League Two
Hereford,Chesterfield,2011-04-09,E3,2010-2011,H,3.49,3.31,2.05,England: League Two
Lincoln,Gillingham,2011-04-09,E3,2010-2011,A,3.31,3.25,2.14,England: League Two
Morecambe,Burton,2011-04-09,E3,2010-2011,H,2.15,3.27,3.26,England: League Two
Northampton,Bury,2011-04-09,E3,2010-2011,A,2.84,3.28,2.38,England: League Two
Oxford,Wycombe,2011-04-09,E3,2010-2011,D,2.36,3.23,2.92,England: League Two
Port Vale,Southend,2011-04-09,E3,2010-2011,D,1.91,3.36,3.91,England: League Two
Stockport,Stevenage,2011-04-09,E3,2010-2011,D,4.35,3.46,1.78,England: League Two
Bury,Burton,2011-04-12,E3,2010-2011,H,1.56,3.82,5.68,England: League Two
Southend,Bradford,2011-04-15,E3,2010-2011,H,2.05,3.32,3.46,England: League Two
Accrington,Oxford,2011-04-16,E3,2010-2011,D,1.94,3.41,3.71,England: League Two
Burton,Cheltenham,2011-04-16,E3,2010-2011,H,2.11,3.3,3.3,England: League Two
Bury,Barnet,2011-04-16,E3,2010-2011,H,1.57,3.76,5.64,England: League Two
Chesterfield,Macclesfield,2011-04-16,E3,2010-2011,H,1.53,3.98,5.76,England: League Two
Crewe,Lincoln,2011-04-16,E3,2010-2011,D,1.66,3.71,4.88,England: League Two
Gillingham,Morecambe,2011-04-16,E3,2010-2011,D,1.62,3.71,5.3,England: League Two
Rotherham,Hereford,2011-04-16,E3,2010-2011,D,1.74,3.6,4.45,England: League Two
Shrewsbury,Stockport,2011-04-16,E3,2010-2011,H,1.51,3.99,6.07,England: League Two
Stevenage,Aldershot,2011-04-16,E3,2010-2011,D,1.76,3.56,4.35,England: League Two
Torquay,Port Vale,2011-04-16,E3,2010-2011,D,1.81,3.5,4.2,England: League Two
Wycombe,Northampton,2011-04-16,E3,2010-2011,D,1.67,3.62,4.91,England: League Two
Bradford,Burton,2011-04-19,E3,2010-2011,D,2.3,3.31,2.94,England: League Two
Bury,Lincoln,2011-04-22,E3,2010-2011,H,1.45,4.02,7.07,England: League Two
Crewe,Morecambe,2011-04-22,E3,2010-2011,H,1.89,3.51,3.74,England: League Two
Northampton,Rotherham,2011-04-22,E3,2010-2011,D,2.41,3.29,2.77,England: League Two
Southend,Stevenage,2011-04-22,E3,2010-2011,H,3.07,3.27,2.24,England: League Two
Torquay,Wycombe,2011-04-22,E3,2010-2011,D,2.07,3.33,3.44,England: League Two
Accrington,Bradford,2011-04-23,E3,2010-2011,H,1.59,3.74,5.59,England: League Two
Aldershot,Burton,2011-04-23,E3,2010-2011,A,1.94,3.4,3.8,England: League Two
Cheltenham,Macclesfield,2011-04-23,E3,2010-2011,A,2.38,3.29,2.83,England: League Two
Gillingham,Barnet,2011-04-23,E3,2010-2011,A,1.61,3.68,5.41,England: League Two
Hereford,Shrewsbury,2011-04-23,E3,2010-2011,A,2.84,3.28,2.38,England: League Two
Oxford,Chesterfield,2011-04-23,E3,2010-2011,D,2.55,3.24,2.64,England: League Two
Port Vale,Stockport,2011-04-23,E3,2010-2011,A,1.52,3.92,6.07,England: League Two
Barnet,Oxford,2011-04-25,E3,2010-2011,D,2.22,3.37,3.04,England: League Two
Bradford,Aldershot,2011-04-25,E3,2010-2011,H,2.4,3.32,2.79,England: League Two
Burton,Torquay,2011-04-25,E3,2010-2011,D,2.78,3.31,2.41,England: League Two
Chesterfield,Bury,2011-04-25,E3,2010-2011,A,2.23,3.31,2.99,England: League Two
Lincoln,Cheltenham,2011-04-25,E3,2010-2011,A,2.28,3.34,2.96,England: League Two
Macclesfield,Southend,2011-04-25,E3,2010-2011,D,2.42,3.3,2.76,England: League Two
Morecambe,Hereford,2011-04-25,E3,2010-2011,D,2.19,3.33,3.11,England: League Two
Rotherham,Gillingham,2011-04-25,E3,2010-2011,A,2.41,3.34,2.75,England: League Two
Shrewsbury,Accrington,2011-04-25,E3,2010-2011,D,2.11,3.34,3.26,England: League Two
Stevenage,Port Vale,2011-04-25,E3,2010-2011,H,1.85,3.41,4.1,England: League Two
Stockport,Northampton,2011-04-25,E3,2010-2011,D,2.63,3.37,2.49,England: League Two
Wycombe,Crewe,2011-04-25,E3,2010-2011,H,1.74,3.64,4.38,England: League Two
Torquay,Chesterfield,2011-04-29,E3,2010-2011,D,2.09,3.41,3.25,England: League Two
Accrington,Barnet,2011-04-30,E3,2010-2011,H,1.76,3.67,4.19,England: League Two
Aldershot,Rotherham,2011-04-30,E3,2010-2011,D,2.45,3.33,2.71,England: League Two
Bury,Wycombe,2011-04-30,E3,2010-2011,A,2.14,3.34,3.25,England: League Two
Cheltenham,Shrewsbury,2011-04-30,E3,2010-2011,A,4.05,3.47,1.84,England: League Two
Crewe,Stockport,2011-04-30,E3,2010-2011,H,1.69,3.7,4.65,England: League Two
Gillingham,Macclesfield,2011-04-30,E3,2010-2011,A,1.44,4.26,6.74,England: League Two
Hereford,Bradford,2011-04-30,E3,2010-2011,D,2.12,3.32,3.27,England: League Two
Northampton,Stevenage,2011-04-30,E3,2010-2011,H,2.82,3.34,2.37,England: League Two
Oxford,Lincoln,2011-04-30,E3,2010-2011,H,2.04,3.41,3.4,England: League Two
Port Vale,Morecambe,2011-04-30,E3,2010-2011,H,2.06,3.37,3.41,England: League Two
Southend,Burton,2011-04-30,E3,2010-2011,D,2.16,3.39,3.15,England: League Two
Barnet,Port Vale,2011-05-07,E3,2010-2011,H,1.95,3.6,3.47,England: League Two
Bradford,Crewe,2011-05-07,E3,2010-2011,A,2.25,3.34,2.98,England: League Two
Burton,Accrington,2011-05-07,E3,2010-2011,D,2.35,3.35,2.82,England: League Two
Chesterfield,Gillingham,2011-05-07,E3,2010-2011,H,2.14,3.39,3.14,England: League Two
Lincoln,Aldershot,2011-05-07,E3,2010-2011,A,1.89,3.49,3.71,England: League Two
Macclesfield,Hereford,2011-05-07,E3,2010-2011,D,1.97,3.44,3.56,England: League Two
Morecambe,Northampton,2011-05-07,E3,2010-2011,A,2.22,3.37,3.0,England: League Two
Rotherham,Torquay,2011-05-07,E3,2010-2011,H,2.98,3.37,2.24,England: League Two
Shrewsbury,Oxford,2011-05-07,E3,2010-2011,H,1.66,3.65,4.91,England: League Two
Stevenage,Bury,2011-05-07,E3,2010-2011,D,2.09,3.45,3.26,England: League Two
Stockport,Cheltenham,2011-05-07,E3,2010-2011,D,2.41,3.36,2.72,England: League Two
Wycombe,Southend,2011-05-07,E3,2010-2011,H,1.43,4.25,6.71,England: League Two
Barnsley,Crawley Town,2014-08-09,E2,2014-2015,A,2.03,3.35,3.64,England: League One
Bradford,Coventry,2014-08-09,E2,2014-2015,H,2.45,3.3,2.83,England: League One
Colchester,Oldham,2014-08-09,E2,2014-2015,D,2.58,3.26,2.7,England: League One
Fleetwood Town,Crewe,2014-08-09,E2,2014-2015,H,1.93,3.4,3.98,England: League One
Leyton Orient,Chesterfield,2014-08-09,E2,2014-2015,A,1.97,3.41,3.83,England: League One
Milton Keynes Dons,Gillingham,2014-08-09,E2,2014-2015,H,1.7,3.62,5.03,England: League One
Port Vale,Walsall,2014-08-09,E2,2014-2015,D,2.61,3.26,2.68,England: League One
Preston,Notts County,2014-08-09,E2,2014-2015,D,1.58,3.86,5.83,England: League One
Rochdale,Peterboro,2014-08-09,E2,2014-2015,A,2.9,3.29,2.41,England: League One
Sheffield United,Bristol City,2014-08-09,E2,2014-2015,A,1.98,3.36,3.85,England: League One
Swindon,Scunthorpe,2014-08-09,E2,2014-2015,H,2.1,3.36,3.45,England: League One
Yeovil,Doncaster,2014-08-09,E2,2014-2015,A,2.19,3.32,3.3,England: League One
Bristol City,Colchester,2014-08-16,E2,2014-2015,H,1.65,3.75,5.28,England: League One
